id,year,school,dorm,mode,speed,target_units
5577,4,engineering,Terra,bike,5.38,16
5578,3,engineering,ZAP,bike,5.59,16
5579,4,engineering,Neptune,bike,5.2,17
5580,3,hs_social,Faisan,walk,1.53,13
5581,1,hs_social,Soto,walk,1.32,15
5582,3,hs_natural,Twain,walk,1.64,13
5583,4,hs_social,Cardenal,bike,4.32,14
5584,2,hs_interdisc,Alpha Phi/KKG,walk,1.48,12
5585,2,hs_interdisc,576 Alvarado,bike,4.92,12
5586,1,engineering,West Lagunita,walk,1.39,15
5587,3,hs_interdisc,Govco Suites,bike,5.12,17
5588,1,hs_social,Alondra,bike,5.24,16
5589,3,hs_natural,Casa Zapata,bike,4.12,12
5590,4,engineering,Govco Suites,bike,5.55,13
5591,3,engineering,Potter,bike,5.35,18
5592,3,hs_social,Toyon,bike,5.39,14
5593,1,hs_interdisc,Mirlo,bike,4.44,13
5594,3,doerr,Twain,bike,5.2,14
5595,2,engineering,Okada,bike,4.21,13
5596,2,engineering,Roble Hall,bike,5.68,14
5597,4,engineering,Trancos,bike,5.66,13
5598,3,engineering,Mirrielees,bike,5.55,15
5599,1,hs_social,Schiff,bike,4.49,12
5600,2,hs_social,576 Alvarado,bike,4.01,12
5601,2,hs_humanities,Adams,bike,5.68,18
5602,3,hs_natural,Phi Kappa Psi,walk,1.61,15
5603,4,hs_social,Roth,bike,4.45,16
5604,1,hs_natural,Schiff,bike,5.45,15
5605,1,hs_interdisc,Castano,walk,1.51,19
5606,4,hs_interdisc,Toussaint,walk,1.39,19
5607,4,hs_social,Otero,bike,4.08,13
5608,2,hs_interdisc,Roble Hall,walk,1.44,17
5609,2,hs_interdisc,Synergy,walk,1.41,13
5610,3,hs_humanities,Ujamaa,bike,4.88,16
5611,3,hs_interdisc,Loro,walk,1.42,13
5612,1,engineering,Robinson,bike,5.76,14
5613,4,hs_social,Mirrielees,bike,4.83,15
5614,3,hs_natural,Mirrielees,bike,5.03,12
5615,3,hs_social,Sigma Phi Epsilon,walk,1.69,16
5616,1,engineering,Branner,bike,4.07,16
5617,1,engineering,Muwekma-Tah-Ruk,bike,4.12,13
5618,3,hs_interdisc,Naranja,bike,4.26,16
5619,4,hs_interdisc,Crothers Memorial,walk,1.59,12
5620,2,engineering,Faisan,bike,4.2,18
5621,1,hs_humanities,Cedro,walk,1.38,12
5622,3,engineering,Crothers Memorial,bike,4.5,17
5623,2,hs_social,Ng,walk,1.35,17
5624,3,hs_social,Hammarskjold,bike,4.86,14
5625,4,engineering,Synergy,walk,1.31,12
5626,4,hs_humanities,680 Lomita,bike,4.06,13
5627,1,hs_humanities,Alondra,walk,1.53,17
5628,1,hs_social,Cardenal,bike,4.96,17
5629,1,hs_interdisc,Rinconada,bike,4.75,17
5630,3,hs_social,Xanadu,bike,4.11,14
5631,3,hs_interdisc,Trancos,walk,1.49,14
5632,2,engineering,Trancos,bike,5.26,15
5633,3,engineering,Narnia,bike,4.81,16
5634,2,hs_interdisc,Junipero,bike,5.19,16
5635,3,engineering,Kimball,bike,4.09,14
5636,4,hs_social,Crothers Memorial,bike,4.69,14
5637,3,hs_interdisc,Cardenal,walk,1.47,17
5638,3,hs_natural,Ujamaa,bike,5.08,14
5639,3,engineering,Casa Zapata,bike,5.63,14
5640,3,hs_interdisc,Toussaint,bike,4.01,18
5641,4,hs_natural,Grove,bike,5.44,12
5642,1,hs_interdisc,Arroyo,bike,5.09,13
5643,1,engineering,Soto,bike,5.59,14
5644,3,hs_natural,Ng,bike,4.77,14
5645,1,engineering,Robinson,bike,4.21,16
5646,3,engineering,Yost,walk,1.69,15
5647,3,hs_interdisc,Murray,bike,5.2,19
5648,1,engineering,Lantana,bike,5.66,15
5649,2,engineering,Adams,walk,1.45,12
5650,3,engineering,Yost,bike,4.03,14
5651,3,hs_interdisc,Jerry,walk,1.31,16
5652,1,engineering,Okada,bike,4.21,15
5653,1,hs_natural,West Lagunita,bike,5.2,16
5654,4,engineering,EVGR,walk,1.37,13
5655,2,hs_interdisc,Sally Ride,bike,4.95,15
5656,2,hs_social,Phi Kappa Psi,bike,4.64,16
5657,1,hs_interdisc,Crothers,bike,4.25,14
5658,1,engineering,Potter,bike,4.78,18
5659,3,hs_social,680 Lomita,bike,5.02,17
5660,2,hs_humanities,Potter,bike,4.41,15
5661,4,engineering,Junipero,bike,4.01,12
5662,2,engineering,Crothers Memorial,bike,4.31,14
5663,4,engineering,Kimball,walk,1.31,15
5664,2,engineering,Kimball,walk,1.57,14
5665,3,hs_interdisc,Roble Hall,bike,4.01,17
5666,2,hs_interdisc,Norcliffe,bike,5.26,13
5667,2,engineering,Faisan,walk,1.54,19
5668,4,hs_interdisc,Pluto,bike,4.24,16
5669,2,engineering,Sigma Phi Epsilon,walk,1.67,18
5670,4,hs_interdisc,Kappa Alpha,bike,4.72,17
5671,2,hs_interdisc,Terra,bike,5.48,14
5672,1,hs_interdisc,Donner,bike,4.01,12
5673,4,hs_interdisc,Trancos,walk,1.67,16
5674,3,engineering,EVGR,bike,4.94,15
5675,2,engineering,Toyon,bike,4.99,17
5676,2,hs_natural,Crothers Memorial,electric,6.41,15
5677,3,engineering,Gavilan,bike,4.55,12
5678,1,engineering,Schiff,bike,4.74,15
5679,2,engineering,Sally Ride,bike,4.67,13
5680,4,engineering,EVGR,walk,1.69,13
5681,3,engineering,EVGR,bike,5.31,15
5682,3,hs_social,Toyon,bike,5.38,15
5683,1,engineering,Cardenal,bike,5.14,14
5684,4,hs_interdisc,Toyon,bike,5.43,19
5685,2,hs_interdisc,Kimball,bike,4.63,15
5686,1,engineering,Branner,bike,4.28,16
5687,4,hs_interdisc,Mirrielees,electric,7.19,13
5688,1,hs_social,Arroyo,bike,4.19,15
5689,2,hs_social,Terra,bike,4.56,13
5690,3,hs_interdisc,Roble Hall,bike,5.64,13
5691,1,hs_social,Cedro,bike,5.34,15
5692,3,hs_natural,Norcliffe,walk,1.55,14
5693,4,engineering,Roble Hall,bike,4.14,14
5694,1,doerr,Otero,bike,5.34,12
5695,1,engineering,Casa Zapata,walk,1.51,12
5696,3,engineering,Kimball,walk,1.7,17
5697,2,hs_interdisc,Kimball,bike,4.61,14
5698,3,hs_natural,Govco Suites,walk,1.6,15
5699,4,hs_humanities,Neptune,bike,4.53,12
5700,4,engineering,Delta Delta Delta,walk,1.4,15
5701,2,hs_social,Burbank,bike,5.05,15
5702,1,engineering,Soto,bike,4.81,18
5703,4,engineering,Faisan,electric,7.62,17
5704,4,engineering,Govco Suites,bike,4.87,17
5705,4,engineering,Grove,bike,4.97,15
5706,1,hs_humanities,West Lagunita,bike,5.08,12
5707,1,engineering,Branner,bike,4.27,19
5708,3,hs_natural,Burbank,walk,1.59,14
5709,3,engineering,Mirrielees,bike,5.5,16
5710,3,engineering,Jerry,bike,4.19,14
5711,1,hs_humanities,Ujamaa,bike,5.37,16
5712,4,engineering,Ng,bike,5.46,18
5713,4,hs_social,Ng,walk,1.48,15
5714,3,engineering,Toyon,bike,4.43,15
5715,2,hs_interdisc,Toyon,walk,1.6,13
5716,2,hs_natural,576 Alvarado,bike,4.15,13
5717,2,engineering,Twain,bike,4.26,17
5718,3,hs_social,Govco Suites,bike,5.04,14
5719,2,hs_interdisc,Cardenal,walk,1.36,12
5720,2,engineering,Otero,bike,5.17,16
5721,4,hs_natural,BOB,bike,4.32,13
5722,4,hs_interdisc,Delta Delta Delta,walk,1.36,12
5723,1,hs_interdisc,Ujamaa,bike,5.55,12
5724,2,hs_interdisc,Roble Hall,electric,6.55,16
5725,2,hs_interdisc,Adams,bike,4.46,15
5726,3,engineering,Mirrielees,bike,4.19,14
5727,1,engineering,Rinconada,bike,4.24,14
5728,4,hs_interdisc,Sally Ride,bike,4.18,12
5729,4,hs_interdisc,Murray,bike,4.72,15
5730,4,hs_social,Roth,walk,1.41,13
5731,1,hs_natural,Potter,bike,5.6,13
5732,4,hs_interdisc,Kappa Alpha,bike,4.23,14
5733,4,engineering,680 Lomita,bike,5.09,17
5734,1,hs_interdisc,Okada,bike,4.63,14
5735,4,hs_humanities,Govco Suites,bike,5.69,18
5736,3,engineering,Toyon,walk,1.66,14
5737,2,doerr,Alpha Phi/KKG,bike,5.28,15
5738,2,hs_social,Kappa Sigma,bike,4.47,12
5739,3,engineering,Potter,bike,5.0,14
5740,2,engineering,Paloma,bike,4.51,15
5741,2,hs_social,Kimball,bike,5.26,17
5742,2,engineering,Norcliffe,bike,5.07,12
5743,2,hs_interdisc,Junipero,walk,1.35,12
5744,1,hs_humanities,Alondra,walk,1.36,13
5745,2,engineering,Burbank,walk,1.62,14
5746,3,engineering,Adelfa,electric,6.17,13
5747,2,engineering,Roble Hall,bike,4.58,16
5748,2,hs_interdisc,Hammarskjold,bike,4.5,17
5749,3,engineering,Mirrielees,bike,4.45,16
5750,1,engineering,Otero,bike,4.88,19
5751,1,hs_social,Otero,bike,4.78,17
5752,4,engineering,EVGR,bike,4.23,12
5753,3,engineering,Roble Hall,bike,4.17,12
5754,2,hs_interdisc,Meier,bike,4.72,15
5755,1,hs_interdisc,Crothers,bike,4.77,15
5756,2,hs_interdisc,Ujamaa,bike,5.72,15
5757,1,hs_interdisc,Alondra,bike,4.06,16
5758,4,engineering,Junipero,bike,4.47,14
5759,3,hs_natural,EAST,walk,1.48,17
5760,3,hs_social,Mirrielees,walk,1.69,12
5761,1,engineering,Potter,bike,4.01,17
5762,3,hs_natural,Govco Suites,bike,4.84,16
5763,1,hs_interdisc,Okada,bike,5.18,14
5764,1,hs_social,Robinson,bike,5.53,15
5765,2,engineering,Potter,walk,1.37,14
5766,2,hs_interdisc,Kappa Alpha,bike,5.15,14
5767,3,engineering,Mirrielees,bike,5.03,14
5768,4,hs_interdisc,Toyon,bike,5.4,17
5769,4,hs_natural,Crothers Memorial,bike,5.63,15
5770,2,engineering,Ujamaa,bike,5.36,13
5771,1,hs_interdisc,Robinson,bike,4.73,12
5772,4,hs_social,Trancos,bike,4.8,14
5773,4,doerr,Kappa Sigma,bike,4.72,15
5774,3,hs_humanities,Mirrielees,bike,4.72,15
5775,3,hs_interdisc,Faisan,bike,4.54,16
5776,4,hs_social,Adams,bike,5.02,16
5777,1,hs_interdisc,Burbank,walk,1.59,15
5778,4,hs_humanities,Xanadu,bike,4.86,15
5779,1,hs_interdisc,Lantana,bike,5.45,16
5780,2,hs_social,Potter,bike,4.15,14
5781,3,hs_interdisc,Kimball,bike,4.54,16
5782,1,engineering,Mirlo,walk,1.35,13
5783,4,hs_interdisc,Pi Beta Phi,bike,4.1,17
5784,1,hs_natural,Rinconada,bike,5.34,14
5785,4,hs_interdisc,Kimball,bike,4.18,14
5786,3,engineering,Mirrielees,electric,6.15,12
5787,2,engineering,Burbank,bike,4.08,17
5788,2,engineering,Columbae,bike,4.71,13
5789,4,hs_social,576 Alvarado,bike,4.97,12
5790,3,hs_interdisc,680 Lomita,bike,5.36,13
5791,1,hs_social,Ujamaa,walk,1.66,17
5792,3,engineering,Synergy,bike,4.55,14
5793,3,hs_interdisc,Toyon,bike,4.74,12
5794,2,engineering,Adams,walk,1.61,14
5795,4,hs_interdisc,Faisan,bike,4.42,17
5796,4,engineering,Roble Hall,walk,1.46,14
5797,1,engineering,Cardenal,bike,4.63,12
5798,1,hs_natural,Potter,bike,4.84,15
5799,4,engineering,550 Lasuen,bike,5.4,14
5800,2,hs_interdisc,Roble Hall,bike,4.28,18
5801,3,hs_humanities,Mars,bike,4.42,12
5802,3,hs_interdisc,Govco Suites,bike,4.31,12
5803,2,engineering,Crothers Memorial,walk,1.46,17
5804,4,hs_natural,Paloma,bike,4.86,13
5805,3,engineering,Kimball,electric,7.84,12
5806,3,hs_interdisc,Storey,bike,4.22,17
5807,3,engineering,Govco Suites,bike,4.44,14
5808,3,hs_interdisc,Crothers Memorial,bike,5.79,14
5809,3,engineering,Meier,bike,5.15,18
5810,2,engineering,Paloma,walk,1.36,13
5811,4,hs_interdisc,Mirrielees,bike,4.14,12
5812,1,engineering,Lantana,walk,1.57,17
5813,3,hs_interdisc,Warehaus,bike,5.57,12
5814,2,hs_interdisc,Meier,walk,1.62,13
5815,4,engineering,Otero,walk,1.62,15
5816,4,hs_humanities,Kimball,bike,5.43,15
5817,3,hs_interdisc,Kappa Alpha Theta,electric,6.21,16
5818,4,engineering,Neptune,bike,4.43,16
5819,1,engineering,Schiff,walk,1.46,14
5820,2,hs_interdisc,Okada,bike,4.57,14
5821,4,hs_social,Synergy,bike,4.77,13
5822,2,hs_natural,Sigma Phi Epsilon,bike,4.68,16
5823,3,engineering,Twain,walk,1.46,15
5824,2,hs_interdisc,Kimball,walk,1.6,12
5825,4,hs_social,Govco Suites,walk,1.55,16
5826,3,hs_interdisc,Burbank,bike,5.34,14
5827,3,hs_natural,Casa Zapata,bike,5.6,15
5828,2,hs_interdisc,Roble Hall,bike,5.13,17
5829,2,engineering,Roble Hall,walk,1.7,13
5830,1,hs_social,Crothers,bike,5.67,15
5831,1,engineering,Cedro,bike,4.21,14
5832,4,engineering,ZAP,walk,1.54,14
5833,2,hs_interdisc,Okada,bike,5.34,14
5834,3,hs_humanities,Sally Ride,bike,5.44,15
5835,3,engineering,BOB,bike,4.04,17
5836,3,engineering,Durand,bike,4.06,14
5837,4,engineering,Mirrielees,bike,4.14,13
5838,2,hs_social,Sally Ride,walk,1.35,17
5839,2,hs_humanities,Delta Delta Delta,bike,4.97,16
5840,3,engineering,Okada,bike,5.66,19
5841,4,hs_social,Kappa Sigma,walk,1.43,13
5842,3,hs_interdisc,EAST,bike,4.93,18
5843,1,hs_social,Muwekma-Tah-Ruk,bike,4.79,18
5844,4,hs_social,Potter,walk,1.34,13
5845,3,engineering,Mars,bike,4.94,13
5846,2,engineering,Phi Kappa Psi,bike,4.17,14
5847,3,hs_interdisc,EVGR,bike,4.08,14
5848,2,engineering,Phi Kappa Psi,bike,4.72,13
5849,2,engineering,Faisan,walk,1.46,16
5850,4,hs_social,EVGR,bike,4.54,15
5851,3,engineering,Muwekma-Tah-Ruk,bike,4.22,12
5852,1,hs_interdisc,Soto,walk,1.33,12
5853,3,engineering,Roble Hall,walk,1.42,15
5854,1,hs_interdisc,Soto,bike,4.15,17
5855,3,engineering,Ujamaa,bike,4.79,15
5856,3,engineering,Okada,bike,4.59,12
5857,2,engineering,Sally Ride,bike,4.91,17
5858,1,hs_humanities,Mirlo,bike,5.24,13
5859,4,engineering,EVGR,walk,1.63,14
5860,4,hs_natural,Storey,bike,4.39,12
5861,1,hs_social,Crothers,bike,4.44,13
5862,2,hs_interdisc,Crothers Memorial,bike,4.92,17
5863,3,hs_interdisc,EVGR,walk,1.46,13
5864,4,hs_interdisc,Crothers Memorial,bike,5.06,15
5865,1,hs_interdisc,Mirlo,bike,4.13,16
5866,3,doerr,Pluto,walk,1.39,12
5867,3,engineering,Jerry,bike,4.74,15
5868,4,hs_social,Crothers Memorial,bike,4.96,14
5869,3,hs_humanities,Toyon,bike,4.26,14
5870,1,engineering,Arroyo,bike,4.69,17
5871,3,engineering,Sally Ride,bike,4.69,12
5872,1,hs_interdisc,Soto,bike,4.07,14
5873,4,hs_interdisc,Crothers Memorial,walk,1.46,16
5874,4,hs_humanities,EVGR,bike,4.82,13
5875,1,hs_interdisc,Mirlo,walk,1.64,16
5876,4,engineering,Mirrielees,bike,4.13,13
5877,3,hs_interdisc,Xanadu,bike,5.66,17
5878,3,hs_humanities,Delta Delta Delta,bike,5.25,14
5879,3,hs_social,Cardenal,bike,4.07,15
5880,4,hs_humanities,680 Lomita,bike,4.71,14
5881,2,hs_social,Norcliffe,bike,4.16,13
5882,2,engineering,Kimball,bike,5.08,15
5883,3,engineering,EVGR,bike,5.59,16
5884,4,hs_social,Junipero,walk,1.4,12
5885,2,hs_social,Junipero,bike,4.69,16
5886,2,hs_natural,Murray,walk,1.44,15
5887,3,engineering,Crothers Memorial,bike,4.43,12
5888,3,engineering,Casa Zapata,bike,5.02,12
5889,1,hs_interdisc,Schiff,bike,4.08,13
5890,3,engineering,EVGR,electric,6.72,15
5891,3,engineering,Roble Hall,electric,6.26,17
5892,3,engineering,Alpha Phi/KKG,bike,4.21,13
5893,2,hs_social,Roble Hall,bike,5.43,20
5894,1,hs_natural,Schiff,walk,1.4,14
5895,4,hs_interdisc,Phi Kappa Psi,walk,1.33,16
5896,4,hs_interdisc,Kimball,walk,1.69,15
5897,1,hs_social,Okada,walk,1.61,12
5898,3,engineering,Mirrielees,bike,5.72,14
5899,4,hs_interdisc,Trancos,walk,1.63,14
5900,3,hs_social,Toussaint,bike,5.12,14
5901,3,hs_interdisc,Warehaus,bike,4.93,14
5902,2,hs_natural,Phi Kappa Psi,bike,5.69,15
5903,4,hs_humanities,Trancos,electric,7.1,15
5904,4,engineering,Kimball,walk,1.55,17
5905,4,hs_natural,Mirrielees,bike,5.65,14
5906,3,engineering,Crothers Memorial,walk,1.34,12
5907,2,hs_humanities,Meier,bike,4.58,13
5908,1,hs_social,Otero,bike,5.49,13
5909,2,engineering,Ng,walk,1.61,12
5910,3,hs_natural,Trancos,walk,1.59,16
5911,2,hs_humanities,Ng,bike,4.06,12
5912,1,hs_interdisc,Schiff,bike,5.6,12
5913,4,engineering,Crothers Memorial,bike,4.58,12
5914,4,hs_natural,Crothers Memorial,bike,5.09,18
5915,4,hs_natural,Mirrielees,bike,4.19,15
5916,4,hs_social,Paloma,bike,4.16,15
5917,4,hs_humanities,EVGR,bike,5.12,18
5918,2,hs_humanities,Alpha Phi/KKG,bike,4.06,15
5919,3,hs_social,Mirrielees,walk,1.34,14
5920,3,hs_interdisc,Mirrielees,bike,5.32,15
5921,3,hs_interdisc,Phi Kappa Psi,bike,4.05,17
5922,2,hs_interdisc,Casa Zapata,bike,4.6,13
5923,3,hs_social,Roble Hall,walk,1.38,13
5924,1,hs_interdisc,Larkin,walk,1.57,13
5925,4,hs_interdisc,Kappa Alpha Theta,bike,4.92,13
5926,4,engineering,Toyon,bike,4.98,13
5927,4,engineering,Cardenal,bike,4.06,13
5928,1,engineering,Schiff,bike,4.07,15
5929,2,engineering,Burbank,bike,5.25,13
5930,1,engineering,Schiff,bike,5.65,13
5931,2,hs_social,Kimball,bike,5.31,14
5932,4,engineering,Otero,bike,5.34,16
5933,2,hs_natural,Toyon,bike,4.91,19
5934,3,engineering,Naranja,bike,5.31,18
5935,3,hs_interdisc,Roble Hall,bike,5.65,14
5936,4,hs_humanities,Kimball,bike,4.96,13
5937,4,engineering,Gavilan,bike,4.26,15
5938,1,hs_interdisc,Cedro,bike,4.17,12
5939,1,hs_social,Casa Zapata,bike,4.92,15
5940,4,hs_interdisc,Xanadu,bike,5.64,15
5941,3,hs_humanities,Toyon,walk,1.56,13
5942,2,engineering,Sally Ride,walk,1.6,15
5943,1,hs_natural,Mirlo,bike,5.67,16
5944,1,hs_humanities,Alondra,bike,4.83,14
5945,1,hs_natural,Larkin,bike,5.23,14
5946,2,doerr,576 Alvarado,bike,4.95,12
5947,3,engineering,Sally Ride,walk,1.68,15
5948,2,engineering,Kappa Sigma,bike,5.36,16
5949,4,engineering,Storey,bike,5.7,15
5950,3,hs_interdisc,Mirrielees,walk,1.33,18
5951,2,engineering,Casa Zapata,bike,5.14,13
5952,4,hs_natural,Toyon,walk,1.57,14
5953,1,hs_natural,Robinson,bike,4.92,14
5954,1,engineering,Larkin,electric,6.88,14
5955,4,hs_social,Gavilan,walk,1.56,15
5956,1,hs_interdisc,Okada,bike,5.01,17
5957,2,doerr,Twain,bike,5.33,17
5958,2,engineering,Kappa Sigma,bike,4.9,14
5959,4,engineering,Casa Zapata,bike,5.54,12
5960,1,hs_social,Alondra,bike,5.26,20
5961,2,hs_natural,Pi Beta Phi,bike,4.75,12
5962,2,engineering,Crothers Memorial,bike,4.31,14
5963,1,hs_interdisc,Casa Zapata,walk,1.53,16
5964,1,engineering,Branner,bike,4.75,13
5965,3,hs_interdisc,Mirrielees,walk,1.61,17
5966,3,hs_interdisc,Crothers Memorial,bike,5.14,14
5967,4,hs_interdisc,EVGR,walk,1.3,15
5968,1,hs_interdisc,Lantana,bike,5.7,14
5969,2,doerr,Trancos,bike,4.37,17
5970,1,engineering,Branner,bike,4.04,13
5971,3,engineering,Roble Hall,bike,5.62,12
5972,3,engineering,Casa Zapata,bike,5.66,13
5973,1,hs_social,Cedro,bike,5.55,19
5974,4,engineering,Twain,walk,1.45,13
5975,1,engineering,Donner,walk,1.34,16
5976,1,engineering,Otero,bike,5.44,13
5977,2,engineering,EAST,bike,5.61,14
5978,2,hs_social,Sally Ride,bike,4.86,12
5979,2,hs_interdisc,Ujamaa,bike,4.89,16
5980,2,hs_interdisc,Meier,walk,1.45,13
5981,2,hs_interdisc,Adams,bike,4.51,14
5982,1,doerr,Arroyo,bike,4.33,16
5983,3,hs_interdisc,Jerry,bike,5.68,15
5984,4,hs_humanities,Junipero,bike,4.13,13
5985,2,engineering,Adelfa,bike,5.11,15
5986,2,engineering,Sally Ride,walk,1.47,16
5987,4,hs_interdisc,Ng,bike,4.88,13
5988,4,engineering,Roble Hall,bike,5.58,13
5989,1,hs_social,Burbank,bike,4.25,16
5990,4,engineering,Alpha Phi/KKG,bike,5.14,13
5991,2,hs_interdisc,Crothers Memorial,bike,4.75,15
5992,3,doerr,Roble Hall,bike,4.46,14
5993,2,hs_natural,Sally Ride,bike,4.69,16
5994,2,hs_interdisc,Paloma,bike,4.98,17
5995,2,hs_humanities,Roble Hall,bike,5.1,12
5996,3,engineering,Roble Hall,bike,4.81,16
5997,4,engineering,Mirrielees,bike,4.05,12
5998,4,hs_interdisc,Loro,bike,5.33,13
5999,2,engineering,Roble Hall,walk,1.64,16
6000,2,hs_natural,Norcliffe,bike,4.43,16
6001,3,hs_natural,Sigma Phi Epsilon,walk,1.36,12
6002,3,engineering,Toyon,walk,1.34,13
6003,3,engineering,Mirrielees,electric,7.77,12
6004,4,engineering,Mirrielees,bike,4.06,15
6005,1,hs_social,Casa Zapata,walk,1.64,15
6006,1,hs_social,Branner,bike,4.96,14
6007,1,engineering,Arroyo,bike,5.65,16
6008,4,hs_interdisc,Kimball,bike,4.56,17
6009,2,engineering,Robert Moore North,bike,4.81,15
6010,4,engineering,Kappa Sigma,bike,5.44,12
6011,4,engineering,Toyon,bike,4.12,16
6012,1,hs_interdisc,Cardenal,walk,1.54,14
6013,3,hs_social,Sally Ride,bike,4.33,18
6014,2,engineering,Ujamaa,bike,4.95,12
6015,4,hs_humanities,Mirrielees,bike,4.67,15
6016,2,hs_interdisc,Faisan,bike,5.03,17
6017,1,hs_natural,West Lagunita,bike,5.69,16
6018,4,hs_natural,EVGR,bike,4.23,15
6019,4,engineering,Adelfa,electric,6.88,19
6020,4,engineering,Alpha Phi/KKG,walk,1.48,12
6021,4,engineering,Meier,electric,7.66,13
6022,4,engineering,Hammarskjold,bike,5.03,15
6023,4,engineering,Faisan,bike,4.12,14
6024,2,engineering,Meier,bike,5.02,12
6025,1,engineering,Otero,bike,4.4,12
6026,2,hs_interdisc,Faisan,bike,4.37,16
6027,4,hs_social,Okada,walk,1.64,14
6028,1,engineering,Rinconada,bike,5.64,12
6029,1,hs_social,Burbank,bike,4.89,13
6030,2,hs_natural,Burbank,bike,4.18,15
6031,3,engineering,550 Lasuen,bike,5.35,17
6032,2,engineering,Hammarskjold,bike,4.27,14
6033,1,hs_interdisc,Castano,bike,5.17,15
6034,3,engineering,Potter,bike,5.6,14
6035,3,hs_interdisc,Kappa Alpha,bike,4.05,14
6036,1,engineering,Potter,bike,5.33,13
6037,4,hs_natural,Mirrielees,bike,5.32,14
6038,4,hs_interdisc,Twain,bike,5.35,20
6039,3,hs_humanities,Kappa Sigma,bike,4.65,16
6040,2,hs_interdisc,Enchanted Broccoli Forest,bike,4.8,13
6041,4,engineering,Kimball,bike,5.26,16
6042,1,hs_interdisc,Alondra,walk,1.44,15
6043,2,hs_social,Ujamaa,bike,4.89,14
6044,3,engineering,EVGR,bike,4.52,16
6045,2,engineering,Adams,bike,5.3,14
6046,4,hs_humanities,Kimball,bike,4.19,17
6047,2,engineering,Murray,walk,1.63,14
6048,3,hs_interdisc,EVGR,walk,1.43,15
6049,1,engineering,Cedro,bike,5.2,12
6050,2,hs_interdisc,Okada,bike,4.75,12
6051,3,hs_social,Roble Hall,bike,4.79,14
6052,3,hs_natural,Burbank,bike,5.67,12
6053,1,hs_interdisc,Branner,walk,1.5,12
6054,1,hs_humanities,Mirlo,walk,1.36,15
6055,4,engineering,Narnia,walk,1.33,12
6056,4,hs_interdisc,Delta Delta Delta,walk,1.66,12
6057,1,hs_social,Soto,electric,6.97,18
6058,2,hs_interdisc,Meier,walk,1.62,12
6059,2,hs_interdisc,Meier,bike,4.18,16
6060,2,doerr,Ujamaa,bike,4.89,13
6061,2,engineering,Roble Hall,bike,4.99,13
6062,3,hs_interdisc,Ujamaa,bike,5.75,16
6063,4,hs_interdisc,Durand,bike,5.74,12
6064,1,engineering,Larkin,bike,5.17,13
6065,3,engineering,Roth,bike,4.76,13
6066,2,hs_social,Terra,bike,4.72,17
6067,3,hs_interdisc,Toussaint,bike,4.74,15
6068,1,hs_social,West Lagunita,walk,1.34,16
6069,1,hs_natural,Robinson,bike,5.19,17
6070,1,hs_interdisc,Larkin,bike,4.82,14
6071,4,engineering,Xanadu,walk,1.49,15
6072,2,engineering,Otero,bike,4.49,15
6073,2,engineering,Sally Ride,bike,4.11,18
6074,3,hs_interdisc,ZAP,walk,1.52,17
6075,4,hs_social,Crothers Memorial,electric,6.71,12
6076,2,hs_interdisc,Roble Hall,walk,1.59,17
6077,1,engineering,Otero,electric,6.98,13
6078,1,hs_interdisc,Otero,bike,5.26,14
6079,4,hs_humanities,EVGR,bike,4.29,12
6080,3,engineering,Okada,bike,5.5,18
6081,4,hs_interdisc,EVGR,walk,1.34,14
6082,4,hs_humanities,Govco Suites,bike,4.99,15
6083,2,hs_social,Trancos,bike,4.08,14
6084,4,hs_interdisc,Roble Hall,bike,4.66,17
6085,4,engineering,Twain,bike,4.77,16
6086,1,hs_natural,Larkin,bike,5.11,16
6087,2,hs_interdisc,Junipero,bike,5.15,15
6088,2,hs_natural,Adelfa,bike,4.39,18
6089,3,engineering,Mirrielees,bike,5.2,14
6090,4,hs_humanities,Adams,bike,5.63,16
6091,2,hs_humanities,Meier,electric,6.76,14
6092,2,hs_interdisc,Phi Kappa Psi,bike,5.7,16
6093,4,hs_social,Crothers Memorial,bike,4.45,18
6094,4,hs_humanities,Potter,walk,1.41,12
6095,3,hs_interdisc,Kappa Alpha Theta,electric,6.55,16
6096,4,hs_social,Mirrielees,bike,4.39,17
6097,4,engineering,Sigma Phi Epsilon,bike,5.48,12
6098,2,hs_social,Roble Hall,walk,1.39,14
6099,4,hs_social,Cardenal,bike,5.16,16
6100,1,engineering,Crothers,bike,4.61,15
6101,3,hs_interdisc,Kappa Alpha Theta,bike,4.28,14
6102,3,hs_interdisc,Roble Hall,bike,4.2,14
6103,3,hs_interdisc,Phi Kappa Psi,walk,1.63,17
6104,3,hs_interdisc,Toyon,bike,4.2,16
6105,1,doerr,Okada,bike,4.81,12
6106,4,engineering,EAST,bike,4.46,17
6107,4,hs_natural,550 Lasuen,bike,5.18,13
6108,3,hs_natural,EVGR,bike,5.67,14
6109,4,hs_humanities,Ujamaa,bike,4.91,16
6110,1,hs_interdisc,Larkin,bike,5.79,15
6111,2,hs_natural,Otero,bike,4.5,16
6112,4,hs_interdisc,Meier,bike,5.03,14
6113,2,engineering,Kappa Sigma,bike,4.26,18
6114,2,hs_social,Crothers Memorial,bike,4.14,12
6115,3,engineering,Loro,bike,4.07,14
6116,3,engineering,Columbae,bike,4.03,15
6117,1,hs_humanities,Castano,bike,5.21,15
6118,2,engineering,Norcliffe,bike,5.36,16
